"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/14/2014","Jamberry Nails Ut","Jamberry Nails 8017962205 Ut","52.03","debit","Misc Expenses","Cassie's Reward Card","",""
"7/09/2014","Bath & Body Works","Bath & Body Works 1827 Las Vegas Nv","80.26","debit","Spa & Massage","Cassie's Reward Card","",""
"7/08/2014","Redbox","Redbox *dvd Rental Oakbrook Ter Il","2.59","debit","Movies & DVDs","Cassie's Reward Card","",""
"7/07/2014","Precision Prep O","P.O.S.  PURCHASE  PRECISION  PREP.O.S.  PURCHASE  PRECISION  PRECISION T LAS VEGAS NV","19.95","debit","Service & Parts","Student Checking","",""
"7/07/2014","iTunes","Apl* Itunes.com/bill 866-712-7753 Ca","0.99","debit","Music","Cassie's Reward Card","",""
"7/07/2014","Deseret Book","Deseret*book Co 800-453-4532 Ut","21.90","debit","Books","Cassie's Reward Card","",""
"7/06/2014","Chevron","CHEVRON 00208552","68.20","debit","Gas & Fuel","CREDIT CARD","",""
"7/04/2014","Chevron","CHEVRON 00212073","49.00","debit","Gas & Fuel","CREDIT CARD","",""
"7/04/2014","Groupon","GROUPON INC","25.00","debit","Gift","CREDIT CARD","",""
"7/03/2014","Transfer from Student Checking","ONLINE XFER FROM DDA  ***3455ONLINE XFER FROM DDA  ***3455           ID: 000007280","100.00","credit","Transfer","Money Market Account","",""
"7/03/2014","Transfer to Codegreen Student MMA","ONLINE XFER TO DDA  ***7238ONLINE XFER TO DDA  ***7238             ID: 000007280","100.00","debit","Transfer","Student Checking","",""
"7/03/2014","Transfer from Joint Checking","Internet Payment Thank You","91.66","credit","Credit Card Payment","Cassie's Reward Card","",""
"7/03/2014","Transfer from Joint Checking","Payment Thank You - Web","500.00","credit","Credit Card Payment","CREDIT CARD","",""
"7/03/2014","Sonic","Sonic Drive In #3761 Las Vegas Nv","7.66","debit","Fast Food","Cassie's Reward Card","",""
"7/02/2014","U-Haul","U-HAUL MOVING & STORAGE A","53.16","debit","Home Services","CREDIT CARD","",""
"6/30/2014","U-Haul","U-haul Moving & Storag Henderson Nv","30.43","debit","Home Services","Cassie's Reward Card","",""
"6/30/2014","Nacho Daddy Llc","NACHO DADDY LLC","28.75","debit","Restaurants","CREDIT CARD","",""
"6/29/2014","Chevron","CHEVRON 00096165","35.00","debit","Gas & Fuel","CREDIT CARD","",""
"6/26/2014","Green Valley Chiroprac","Green Valley Chiroprac Henderson Nv","30.00","debit","Doctor","Cassie's Reward Card","",""
"6/24/2014","Transfer from Fun Money","Internet Payment Thank You","85.00","credit","Credit Card Payment","Cassie's Reward Card","",""
"6/24/2014","Transfer from Joint Checking","Internet Payment Thank You","194.08","credit","Credit Card Payment","Cassie's Reward Card","",""
"6/24/2014","Smith's Food","Smiths Food #4350 Henderson Nv","31.23","debit","Groceries","Cassie's Reward Card","",""
"6/20/2014","Target","Target 00006809 Henderson Nv","102.10","debit","Shopping","Cassie's Reward Card","",""
"6/19/2014","Wal-Mart","Wal-mart #2838 Henderson Nv","10.81","credit","Shopping","Cassie's Reward Card","",""
"6/19/2014","Green Valley Chiroprac","Green Valley Chiroprac Henderson Nv","30.00","debit","Doctor","Cassie's Reward Card","",""
"6/19/2014","Wal-Mart","WAL-MART #2838","16.84","debit","Shopping","CREDIT CARD","",""
"6/18/2014","Smith's Food","Smiths Food #4350 Henderson Nv","41.52","debit","Groceries","Cassie's Reward Card","",""
"6/17/2014","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","Money Market Account","",""
"6/13/2014","Square Square P","Square Inc      9424300002140613Square Inc      9424300002140613P2  PPDL*******282  Cassandra H Burton    REF # 014164007218564","94.97","credit","Income","Student Checking","",""
"6/13/2014","Wal-Mart","WAL-MART #2838","14.27","debit","Shopping","CREDIT CARD","",""
"6/12/2014","Party City","PARTY CITY #429","34.77","debit","Entertainment","CREDIT CARD","",""
"6/12/2014","Smith's Food","SMITHS FOOD #4350","14.86","debit","Groceries","CREDIT CARD","",""
"6/12/2014","Wal-Mart","Wal-mart #3350 Las Vegas Nv","18.18","debit","Shopping","Cassie's Reward Card","",""
"6/12/2014","Sushi Twister","Sushi Twister Las Vegas Nv","32.13","debit","Restaurants","Cassie's Reward Card","",""
"6/12/2014","Burlington Coat","Burlington Coa00004481 Henderson Nv","20.52","debit","Clothing","Cassie's Reward Card","",""
"6/12/2014","Deseret Book","Deseret Book Co 49 Las Vegas Nv","61.66","debit","Books","Cassie's Reward Card","",""
"6/11/2014","Chevron","CHEVRON 00096165","38.18","debit","Gas & Fuel","CREDIT CARD","",""
"6/11/2014","Wendy's","WENDYS-WOLV #0123","4.62","debit","Fast Food","CREDIT CARD","",""
"6/10/2014","New York & Company","New York & Company #23 Henderson Nv","16.22","credit","Clothing","Cassie's Reward Card","",""
"6/09/2014","Transfer from Joint Checking","Internet Payment Thank You","139.70","credit","Credit Card Payment","Cassie's Reward Card","",""
"6/09/2014","Transfer from Joint Checking","Payment Thank You - Web","100.00","credit","Credit Card Payment","CREDIT CARD","",""
"6/04/2014","Groupon","Groupon Inc 877-788-7858 Il","55.00","debit","Misc Expenses","Cassie's Reward Card","",""
"6/04/2014","Groupon","Groupon Inc 877-788-7858 Il","29.00","debit","Misc Expenses","Cassie's Reward Card","",""
"6/01/2014","Chevron","CHEVRON 00206963","37.32","debit","Gas & Fuel","CREDIT CARD","",""
"5/29/2014","Smart & Final","Smartnfinal35910703593 Las Vegas Nv","39.48","debit","Hide from Budgets & Trends","Cassie's Reward Card","",""
"5/28/2014","Netgear","NETGEAR INC","39.99","credit","Credit Card Payment","CREDIT CARD","",""
"5/27/2014","Transfer from Joint Checking","Internet Payment Thank You","60.00","credit","Credit Card Payment","Cassie's Reward Card","",""
"5/27/2014","New York & Company","New York & Company #23 Henderson Nv","16.22","debit","Clothing","Cassie's Reward Card","",""
"5/26/2014","Transfer from Joint Checking","Payment Thank You - Web","200.00","credit","Credit Card Payment","CREDIT CARD","",""
"5/23/2014","Wal-Mart","WALMART.COM 8009666546","19.61","debit","Hide from Budgets & Trends","CREDIT CARD","",""
"5/19/2014","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","Money Market Account","",""
"5/16/2014","Internet Banking","Internet Banking Payment 000153354840644","0.17","credit","Credit Card Payment","Joint Reserve Line","",""
"5/16/2014","Internet Banking","Internet Banking Payment 000153354840644","0.17","credit","Credit Card Payment","Joint Reserve Line","",""
"5/16/2014","Internet Banking","Internet Banking Payment 000153354840644","0.17","credit","Credit Card Payment","Joint Reserve Line","",""
"5/16/2014","Internet Banking","Internet Banking Payment 000153354840644","0.17","credit","Credit Card Payment","Joint Reserve Line","",""
"5/16/2014","Internet Banking","Internet Banking Payment 000153354840644","0.17","credit","Credit Card Payment","Joint Reserve Line","",""
"5/16/2014","Internet Banking","Internet Banking Payment 000153354840644","0.17","credit","Credit Card Payment","Joint Reserve Line","",""
"5/16/2014","Internet Banking","Internet Banking Payment 000153354840644","0.17","credit","Credit Card Payment","Joint Reserve Line","",""
"5/16/2014","Online Xfer Sburtononline","ONLINE XFER TO DDA SBURTONONLINE XFER TO DDA SBURTON              ID: 000000694","104.87","debit","Transfer","Student Checking","",""
"5/16/2014","Transfer from Joint Checking","Internet Banking Payment 000153354840644","0.17","credit","Credit Card Payment","Joint Reserve Line","",""
"5/14/2014","Transfer from Joint Checking","CASSANDRA BURTON1770527921SENDERCASSANDRA BURTON1770527921SENDER    CIECASSANDRA BURTO613893065             REF # 014134002555229","100.00","credit","Transfer","Student Checking","",""
"5/14/2014","Green Valley Chiroprac","Green Valley Chiroprac Henderson Nv","60.00","debit","Doctor","Cassie's Reward Card","",""
"5/13/2014","Interest Assessed","Interest Assessed","0.35","debit","Finance Charge","Joint Reserve Line","",""
"5/13/2014","Interest Assessed","Interest Assessed","0.35","debit","Finance Charge","Joint Reserve Line","",""
"5/13/2014","Interest Assessed","Interest Assessed","0.35","debit","Finance Charge","Joint Reserve Line","",""
"5/13/2014","Interest Assessed","Interest Assessed","0.35","debit","Finance Charge","Joint Reserve Line","",""
"5/13/2014","Interest Assessed","Interest Assessed","0.35","debit","Finance Charge","Joint Reserve Line","",""
"5/13/2014","Interest Assessed","Interest Assessed","0.35","debit","Finance Charge","Joint Reserve Line","",""
"5/13/2014","Interest Assessed","Interest Assessed","0.35","debit","Finance Charge","Joint Reserve Line","",""
"5/13/2014","Interest Assessed","Interest Assessed","0.35","debit","Loan Fees and Charges","Joint Reserve Line","",""
"5/09/2014","Internet Banking","Internet Banking Payment 000153354840644","300.00","credit","Credit Card Payment","Joint Reserve Line","",""
"5/09/2014","Internet Banking","Internet Banking Payment 000153354840644","300.00","credit","Credit Card Payment","Joint Reserve Line","",""
"5/09/2014","Internet Banking","Internet Banking Payment 000153354840644","300.00","credit","Credit Card Payment","Joint Reserve Line","",""
"5/09/2014","Internet Banking","Internet Banking Payment 000153354840644","300.00","credit","Credit Card Payment","Joint Reserve Line","",""
"5/09/2014","Internet Banking","Internet Banking Payment 000153354840644","300.00","credit","Credit Card Payment","Joint Reserve Line","",""
"5/09/2014","Internet Banking","Internet Banking Payment 000153354840644","300.00","credit","Credit Card Payment","Joint Reserve Line","",""
"5/09/2014","Internet Banking","Internet Banking Payment 000153354840644","300.00","credit","Credit Card Payment","Joint Reserve Line","",""
"5/09/2014","Transfer from Checking","Internet Banking Payment 000153354840644","300.00","credit","Credit Card Payment","Joint Reserve Line","",""
"5/08/2014","Internet Banking Advance","Internet Banking Advance","300.00","debit","Credit Card Payment","Joint Reserve Line","",""
"5/08/2014","Online Xfer Sburtononline","ONLINE XFER TO DDA SBURTONONLINE XFER TO DDA SBURTON              ID: 000005530","147.00","debit","Transfer","Student Checking","",""
"5/08/2014","Transfer to Joint Checking","Internet Banking Advance","300.00","debit","Transfer","Joint Reserve Line","",""
"5/06/2014","Transfer from Joint Checking","Payment Thank You - Web","200.00","credit","Credit Card Payment","CREDIT CARD","",""
"4/30/2014","Green Valley Chiropractic","GREEN VALLEY CHIROPRACTIC","92.16","debit","Doctor","CREDIT CARD","",""
"4/29/2014","Thank You Web","Payment Thank You - Web","200.00","credit","Credit Card Payment","CREDIT CARD","",""
"4/28/2014","Subway","SUBWAY        00482752","13.51","debit","Fast Food","CREDIT CARD","",""
"4/27/2014","Netgear","NETGEAR INC","39.99","debit","Service Fee","CREDIT CARD","",""
"4/27/2014","Violas Tavern Gaming","VIOLAS TAVERN AND GAMING","11.89","debit","Restaurants","CREDIT CARD","",""
"4/27/2014","Hallmark","AMY'S HALLMARK #435","8.60","debit","Gift","CREDIT CARD","",""
"4/27/2014","Wendy's","WENDYS-WOLV #0118","11.42","debit","Fast Food","CREDIT CARD","",""
"4/25/2014","Wal-Mart","WAL-MART #2838","15.07","debit","Shopping","CREDIT CARD","",""
"4/24/2014","Overdraft Fee","OVERDRAFT SETTLEMENT","19.61","credit","Bank Fee","Student Checking","",""
"4/24/2014","Sunstone Dental Care","SUNSTONE DENTAL CARE","2500.00","debit","Dentist","CREDIT CARD","",""
"4/23/2014","Smith's Food","SMITHS FOOD #4350","22.92","debit","Groceries","CREDIT CARD","",""
"4/20/2014","Floral Sply Synd","FLORAL SPLY SYND  5","52.00","debit","Uncategorized","CREDIT CARD","",""
"4/17/2014","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","Money Market Account","",""
"4/14/2014","Transfer from Checking","Mobile Banking Payment 000153354840644","150.60","credit","Credit Card Payment","Joint Reserve Line","",""
"4/11/2014","Interest Assessed","Interest Assessed","0.42","debit","Loan Fees and Charges","Joint Reserve Line","",""
"4/10/2014","Wal-Mart","WAL-MART #2838","85.62","debit","Shopping","CREDIT CARD","",""
"4/08/2014","Interest Charge Cash","Interest Charge On Cash Advances","5.27","debit","Finance Charge","Premiere Line Plus","",""
"4/08/2014","Transfer to Checking","Od Protection Transfer To Acct Ending In 0644","50.00","debit","Transfer","Joint Reserve Line","",""
"4/07/2014","Od Protection Transfer","Od Protection Transfer To Acct Ending In 0644","100.00","debit","Bank Fee","Joint Reserve Line","",""
"4/07/2014","Transfer to Checking","Od Protection Transfer To Acct Ending In 0644","100.00","debit","Transfer","Joint Reserve Line","",""
"4/06/2014","McDonald's","MCDONALD'S M7143 OF NV","5.29","debit","Fast Food","CREDIT CARD","",""
"4/03/2014","Thank You Web","Payment Thank You - Web","2500.00","credit","Credit Card Payment","CREDIT CARD","",""
"3/30/2014","Groupon","GROUPON INC","97.50","debit","Gift","CREDIT CARD","",""
"3/26/2014","Transfer from Checking","Payment Thank You - Web","25.00","credit","Credit Card Payment","CREDIT CARD","",""
"3/26/2014","Transfer from Checking","Internet Payment Thank You","502.16","credit","Credit Card Payment","Premiere Line Plus","",""
"3/23/2014","Oriental Trading","ORIENTAL TRADING CO","85.50","debit","Gift","CREDIT CARD","",""
"3/23/2014","Oriental Trading","ORIENTAL TRADING CO","8.50","debit","Gift","CREDIT CARD","",""
"3/19/2014","Southwest Airlines","SOUTHWES    5262400437981","32.00","debit","Air Travel","CREDIT CARD","",""
"3/17/2014","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","Money Market Account","",""
"3/17/2014","Smiths P O","P.O.S.  PURCHASE  SMITHS     460P.O.S.  PURCHASE  SMITHS     4600 E. SUN HENDERSON NV","5.99","debit","Groceries","Student Checking","",""
"3/14/2014","Smiths P O","P.O.S.  PURCHASE  SMITHS     460P.O.S.  PURCHASE  SMITHS     4600 E. SUN HENDERSON NV","25.48","debit","Groceries","Student Checking","",""
"3/14/2014","Internet Thank You","Internet Payment Thank You","442.37","credit","Credit Card Payment","Premiere Line Plus","",""
"3/14/2014","Transfer from Checking","Auth : Payment","442.37","credit","Credit Card Payment","Premiere Line Plus","",""
"3/12/2014","Green Valley Chiropractic","GREEN VALLEY CHIROPRACTIC","30.00","debit","Doctor","CREDIT CARD","",""
"3/11/2014","Transfer from CREDIT CARD","Payment Thank You","1000.00","credit","Credit Card Payment","Premiere Line Plus","",""
"3/10/2014","Transfer to Premiere Line Plus","BALANCE TRANSFER TO 43557","1000.00","debit","Credit Card Payment","CREDIT CARD","",""
"3/10/2014","Balance Transfer","BALANCE TRANSFER TO 44799","2353.52","debit","Transfer","CREDIT CARD","",""
"3/10/2014","Fee","TRANSACTION FEE","70.61","debit","Service Fee","CREDIT CARD","",""
"3/10/2014","Fee","TRANSACTION FEE","30.00","debit","Service Fee","CREDIT CARD","",""
"3/09/2014","Smith's Food","SMITHS FOOD #4350","8.52","debit","Groceries","CREDIT CARD","",""
"3/09/2014","Groupon","GROUPON INC","17.90","debit","Gift","CREDIT CARD","","Ryan's birthday and towels"
"3/09/2014","USPS","USPS 31488700031700412","39.20","debit","Shipping","CREDIT CARD","",""
"3/07/2014","Interest Charge Cash","Interest Charge On Cash Advances","27.77","debit","Finance Charge","Premiere Line Plus","",""
"3/05/2014","Green Valley","279 - GREEN VALLEY","12.97","debit","Uncategorized","CREDIT CARD","",""
"3/04/2014","Groupon","GROUPON INC","21.60","debit","Gift","CREDIT CARD","","Ryan's birthday and towels"
"3/04/2014","Groupon","GROUPON INC","22.69","debit","Gift","CREDIT CARD","","Ryan's birthday and towels"
"3/04/2014","Groupon","GROUPON INC","24.85","debit","Gift","CREDIT CARD","","Ryan's birthday and towels"
"3/03/2014","Transfer from Checking","Internet Payment Thank You","500.00","credit","Credit Card Payment","Premiere Line Plus","",""
"3/03/2014","Transfer from Checking","Payment Thank You","500.00","credit","Credit Card Payment","Premiere Line Plus","",""
"3/03/2014","Transfer from Checking","Auth : Payment","500.00","credit","Credit Card Payment","Premiere Line Plus","",""
"2/18/2014","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","Money Market Account","",""
"2/07/2014","Interest Charge Cash","Interest Charge On Cash Advances","34.59","debit","Finance Charge","Premiere Line Plus","",""
"1/27/2014","Transfer from Checking","Internet Payment Thank You","500.00","credit","Credit Card Payment","Premiere Line Plus","",""
"1/17/2014","Interest","INTEREST PAYMENT","0.01","credit","Interest Income","Money Market Account","",""
"1/17/2014","Online Xfer Sburtononline","ONLINE XFER FROM DDA SBURTONONLINE XFER FROM DDA SBURTON            ID: 000000702","200.00","credit","Transfer","Student Checking","",""
"1/08/2014","Interest Charge Cash","Interest Charge On Cash Advances","44.63","debit","Finance Charge","Premiere Line Plus","",""
"1/02/2014","Transfer from Checking ","Internet Payment Thank You","500.00","credit","Credit Card Payment","Premiere Line Plus","",""
"12/27/2013","Valley Fair","2449398B8BMJQ9RRY MEGAPLEX AT VA2449398B8BMJQ9RRY MEGAPLEX AT VALLEY FAIR WEST VALLEY C UT","5.75","debit","Amusement","Student Checking","",""
"12/18/2013","Transfer from Student Checking","ONLINE PYMT FROM DDA BURTON CASSONLINE PYMT FROM DDA BURTON CASSA       ID: 000008024","0.20","credit","Credit Card Payment","Line of Credit","",""
"12/18/2013","Transfer to Line of Credit","ONLINE PYMT TO CRL BURTON,CASSAONLINE PYMT TO CRL BURTON,CASSA         ID: 000008024","0.20","debit","Credit Card Payment","Student Checking","",""
"12/17/2013","Interest Charge","INTEREST CHARGE","0.20","debit","Finance Charge","Line of Credit","",""
"12/16/2013","Square Square B","Square Inc      9424300002131216Square Inc      9424300002131216B2  PPDM*******31   Cassandra H Burton    REF # 013350002384317","25.29","credit","Income","Student Checking","",""
"12/10/2013","Transfer from Student Checking","ONLINE XFER FROM DDA  ***3455ONLINE XFER FROM DDA  ***3455           ID: 000008597","30.00","credit","Transfer","Money Market Account","",""
"12/10/2013","Transfer to Codegreen Student MMA","ONLINE XFER TO DDA  ***7238ONLINE XFER TO DDA  ***7238             ID: 000008597","30.00","debit","Transfer","Student Checking","",""
"12/09/2013","An Bwzy Ibi","2490641AN04BWZY33 IBI*JUSTFAB.CO2490641AN04BWZY33 IBI*JUSTFAB.COM 866-3370906 CA","39.95","debit","Clothing","Student Checking","",""
"12/06/2013","Interest Charge Cash","Interest Charge On Cash Advances","41.62","debit","Finance Charge","Premiere Line Plus","",""
"11/27/2013","Transfer from Checking","Internet Payment Thank You","250.00","credit","Credit Card Payment","Premiere Line Plus","",""
"11/26/2013","Transfer from Student Checking","ONLINE PYMT FROM DDA BURTON CASSONLINE PYMT FROM DDA BURTON CASSA       ID: 000007354","84.03","credit","Credit Card Payment","Line of Credit","",""
"11/26/2013","Transfer to Line of Credit","ONLINE PYMT TO CRL BURTON,CASSAONLINE PYMT TO CRL BURTON,CASSA         ID: 000007354","84.03","debit","Credit Card Payment","Student Checking","",""
"11/18/2013","Interest Charge","INTEREST CHARGE","1.03","debit","Finance Charge","Line of Credit","",""
"11/12/2013","Just Fab","24906419R03VD7BNW IBI*JUSTFAB.CO24906419R03VD7BNW IBI*JUSTFAB.COM 866-3370906 CA","39.95","debit","Clothing","Student Checking","",""
"11/12/2013","R Vytv Ibi","74906419R03VYTV72 IBI*JUSTFAB.CO74906419R03VYTV72 IBI*JUSTFAB.COM 866-3370906 CA","39.95","credit","Income","Student Checking","",""
"11/12/2013","R Vyg Z","74906419R03VYG45Z IBI*JUSTFAB.CO74906419R03VYG45Z IBI*JUSTFAB.COM 866-3370906 CA","39.95","credit","Income","Student Checking","",""
"11/12/2013","Transfer from Checking","CASSANDRA BURTON1770527921SENDERCASSANDRA BURTON1770527921SENDER    CIECASSANDRA BURTO552925961             REF # 013316006234370","100.00","credit","Transfer","Student Checking","",""
"11/08/2013","Transfer from Student Checking","CREDIT LINE AUTOMATIC PAYMENT","20.31","credit","Credit Card Payment","Line of Credit","",""
"11/08/2013","Transfer to Line of Credit","AUTOMATIC CL PMT FROM CHECKING","20.31","debit","Credit Card Payment","Student Checking","",""
"11/07/2013","Interest Charge Cash","Interest Charge On Cash Advances","43.69","debit","Finance Charge","Premiere Line Plus","",""
"10/17/2013","Interest Charge","INTEREST CHARGE","0.31","debit","Finance Charge","Line of Credit","",""
"10/11/2013","Transfer from Checking","Mobile Payment Thank You","230.50","credit","Credit Card Payment","Premiere Line Plus","",""
"10/10/2013","Qa Py Ibi","24906418S03QA47PY IBI*JUSTFAB.CO24906418S03QA47PY IBI*JUSTFAB.COM 866-3370906 CA","39.95","debit","Clothing","Student Checking","",""
"10/09/2013","Transfer to Student Checking","CL TRANSFER TO CHECKING","100.00","debit","Transfer","Line of Credit","",""
"10/09/2013","Account Maintenance Fee","IMMEDIATE TRAN SERVICE FEE","3.00","debit","Bank Fee","Line of Credit","",""
"10/09/2013","Transfer from Line of Credit","OVERDRAFT ADVANCE","100.00","credit","Transfer","Student Checking","",""
"10/08/2013","Transfer from Student Checking","ONLINE PYMT FROM DDA BURTON CASSONLINE PYMT FROM DDA BURTON CASSA       ID: 000008003","161.03","credit","Credit Card Payment","Line of Credit","",""
"10/08/2013","Interest Charge","INTEREST CHARGE","1.06","debit","Finance Charge","Line of Credit","",""
"10/08/2013","Transfer to Line of Credit","ONLINE PYMT TO CRL BURTON,CASSAONLINE PYMT TO CRL BURTON,CASSA         ID: 000008003","161.03","debit","Credit Card Payment","Student Checking","",""
"10/08/2013","Transfer from Checking","CASSANDRA BURTON1770527921SENDERCASSANDRA BURTON1770527921SENDER    CIECASSANDRA BURTO542417657             REF # 013281001250655","160.98","credit","Transfer","Student Checking","",""
"10/08/2013","Interest Charge Cash","Interest Charge On Cash Advances","27.44","debit","Finance Charge","Premiere Line Plus","",""
"9/23/2013","Mobile Thank You","Mobile Payment Thank You","4184.09","credit","Credit Card Payment","Credit Card","",""
"9/23/2013","Mobile Thank You","Mobile Payment Thank You","4184.09","credit","Credit Card Payment","Credit Card","",""
"9/23/2013","Mobile Thank You","Mobile Payment Thank You","4184.09","credit","Credit Card Payment","Credit Card","",""
"9/23/2013","Mobile Thank You","Mobile Payment Thank You","4184.09","credit","Credit Card Payment","Credit Card","",""
"9/23/2013","Mobile Thank You","Mobile Payment Thank You","4184.09","credit","Credit Card Payment","Credit Card","",""
"9/23/2013","Mobile Thank You","Mobile Payment Thank You","4184.09","credit","Credit Card Payment","Credit Card","",""
"9/23/2013","Mobile Thank You","Mobile Payment Thank You","4184.09","credit","Credit Card Payment","Credit Card","",""
"9/23/2013","Transfer from Checking","Mobile Payment Thank You","4184.09","credit","Credit Card Payment","Credit Card","",""
"9/23/2013","Transfer to Checking","Customer Service Cash Advance","4200.00","debit","Transfer","Premiere Line Plus","",""
"9/17/2013","Interest Charge","INTEREST CHARGE","1.78","debit","Finance Charge","Line of Credit","",""
"9/16/2013","Transfer from Student Checking","ONLINE PYMT FROM DDA BURTON CASSONLINE PYMT FROM DDA BURTON CASSA       ID: 000004400","23.00","credit","Credit Card Payment","Line of Credit","",""
"9/16/2013","Transfer to Line of Credit","ONLINE PYMT TO CRL BURTON,CASSAONLINE PYMT TO CRL BURTON,CASSA         ID: 000004400","23.00","debit","Credit Card Payment","Student Checking","",""
"9/13/2013","Transfer from Student Checking","CREDIT LINE AUTOMATIC PAYMENT","21.81","credit","Credit Card Payment","Line of Credit","",""
"9/13/2013","Transfer to Line of Credit","AUTOMATIC CL PMT FROM CHECKING","21.81","debit","Credit Card Payment","Student Checking","",""
"9/12/2013","Mobile Thank You","Mobile Payment Thank You","186.00","credit","Credit Card Payment","Credit Card","",""
"9/12/2013","Transfer from Checking","Mobile Payment Thank You","186.00","credit","Credit Card Payment","Credit Card","",""
"9/11/2013","Interest Charge Cash","Interest Charge On Cash Advances","0.60","debit","Finance Charge","Credit Card","",""
"9/11/2013","Interest Charge Purchases","Interest Charge On Purchases","63.49","debit","Finance Charge","Credit Card","",""
"9/11/2013","Interest Charge Purchases","Interest Charge On Purchases","63.49","debit","Finance Charge","Credit Card","",""
"9/11/2013","Interest Charge Cash","Interest Charge On Cash Advances","0.60","debit","Finance Charge","Credit Card","",""
"9/09/2013","Late Payment Fee","Late Fee - Payment Due On 09/07","35.00","debit","Late Fee","Credit Card","",""
"9/09/2013","Late Fee Due","Late Fee - Payment Due On 09/07","35.00","debit","Late Fee","Credit Card","",""
"8/29/2013","In-N-Out Burger","In-n-out Burger #81 Las Vegas Nv","8.42","debit","Fast Food","Credit Card","",""
"8/29/2013","In-N-Out Burger","In-n-out Burger #81 Las Vegas Nv","8.42","debit","Fast Food","Credit Card","",""
"8/28/2013","Transfer from Checking","ONLINE XFER FROM DDA SBURTONONLINE XFER FROM DDA SBURTON            ID: 000007782","85.00","credit","Transfer","Student Checking","",""
"8/27/2013","Non-Sufficient Funds Fee","INSUFFICIENT FUNDS FEE-ITEM PD","15.00","debit","Bank Fee","Student Checking","",""
"8/26/2013","Transfer from Line of Credit","OVERDRAFT ADVANCE","61.55","credit","Transfer","Student Checking","",""
"8/26/2013","Geico","24492157D1GDP3V70 GEICO 800-841-24492157D1GDP3V70 GEICO 800-841-3000 DC","82.52","debit","Auto Insurance","Student Checking","",""
"8/26/2013","Transfer to Student Checking","CL TRANSFER TO CHECKING","61.55","debit","Transfer","Line of Credit","",""
"8/26/2013","Account Maintenance Fee","IMMEDIATE TRAN SERVICE FEE","3.00","debit","Bank Fee","Line of Credit","",""
"8/23/2013","Basin Miracle Mile","Basin Miracle Mile Las Vegas Nv","28.82","debit","Personal Care","Credit Card","",""
"8/22/2013","Paparazzi Llc","Paparazzi Llc Hurricane Ut","31.83","debit","Business Services","Credit Card","",""
"8/22/2013","Aria Box Office","Aria - Box Office Las Vegas Nv","70.00","debit","Amusement","Credit Card","",""
"8/22/2013","Paparazzi Llc","Paparazzi Llc Hurricane Ut","10.74","debit","Business Services","Credit Card","",""
"8/19/2013","Interest Charge","INTEREST CHARGE","1.81","debit","Finance Charge","Line of Credit","",""
"8/13/2013","Wal-Mart","P.O.S.  PURCHASE  Wal-Mart S 526P.O.S.  PURCHASE  Wal-Mart S 5269 WAL-SA LAS VEGAS NV","18.53","debit","Shopping","Student Checking","",""
"8/13/2013","Minimum Interest Charge","Minimum Interest Charge Fee","2.00","debit","Finance Charge","Credit Card","",""
"8/13/2013","Annual Membership Fee","Annual Membership Fee","0.00","credit","Fees & Charges","Credit Card","",""
"8/12/2013","Transfer to Line of Credit","ONLINE PYMT TO CRL BURTON,CASSAONLINE PYMT TO CRL BURTON,CASSA         ID: 000003569","22.00","debit","Credit Card Payment","Student Checking","",""
"8/12/2013","Vons","ATM WITHDRAWAL         US BANK VATM WITHDRAWAL         US BANK VONS LAS VEGAS NV","160.00","debit","Groceries","Student Checking","",""
"8/12/2013","Online Xfer Sburtononline","ONLINE XFER FROM DDA SBURTONONLINE XFER FROM DDA SBURTON            ID: 000008370","161.00","credit","Transfer","Student Checking","",""
"8/12/2013","Transfer from Student Checking","ONLINE PYMT FROM DDA BURTON CASSONLINE PYMT FROM DDA BURTON CASSA       ID: 000003569","22.00","credit","Credit Card Payment","Line of Credit","",""
"8/09/2013","Online Xfer Sburtononline","ONLINE XFER FROM DDA SBURTONONLINE XFER FROM DDA SBURTON            ID: 000006503","32.72","credit","Transfer","Student Checking","",""
"8/05/2013","Mobile Thank You","Mobile Payment Thank You","94.00","credit","Credit Card Payment","Credit Card","",""
"8/05/2013","Transfer from Checking","Mobile Payment Thank You","94.00","credit","Credit Card Payment","Credit Card","",""
"8/02/2013","Crl Burton Cassaonline","ONLINE PYMT TO CRL BURTON,CASSAONLINE PYMT TO CRL BURTON,CASSA         ID: 000004467","25.00","debit","Credit Card Payment","Student Checking","",""
"8/02/2013","Transfer from Checking","ONLINE PYMT FROM DDA BURTON CASSONLINE PYMT FROM DDA BURTON CASSA       ID: 000004467","25.00","credit","Credit Card Payment","Line of Credit","",""
"7/26/2013","DMV","P.O.S.  PURCHASE  NEVADA DMV 139P.O.S.  PURCHASE  NEVADA DMV 1399 AMERIC HENDERSON NV","22.00","debit","Auto & Transport","Student Checking","",""
